N,P,K,temperature,humidity,ph,rainfall,label
51.89,55.44,26.88,33.36,92.99,6.91,145.73,papaya
40.73,64.74,25.92,32.90,94.58,6.64,147.57,papaya
39.64,64.00,37.09,31.92,92.61,6.57,153.09,papaya
41.93,45.88,27.71,31.00,93.26,6.93,143.27,papaya
49.74,48.44,34.85,30.14,91.70,6.58,142.58,papaya
48.21,45.37,37.31,32.41,92.85,6.86,150.83,papaya
43.98,60.26,32.44,33.96,91.13,6.72,150.74,papaya
43.13,48.75,35.29,33.48,91.56,6.51,157.06,papaya
46.16,48.75,35.22,31.05,94.01,6.86,143.56,papaya
46.12,50.32,30.51,30.10,93.56,6.53,140.34,papaya
50.75,59.31,28.48,31.36,94.66,6.63,146.03,papaya
36.40,46.54,27.98,33.82,94.42,6.53,158.36,papaya
43.49,47.67,34.77,33.21,92.82,6.58,158.98,papaya
40.12,47.18,33.39,30.36,94.55,6.92,156.23,papaya
56.45,45.52,29.14,30.53,93.02,6.53,158.36,papaya
41.14,47.15,36.02,34.32,90.62,6.61,141.44,papaya
49.30,51.22,34.18,32.32,90.61,6.88,155.36,papaya
47.31,49.25,31.96,34.80,93.98,6.81,144.00,papaya
38.17,48.59,32.89,34.69,92.04,6.87,160.00,papaya
58.26,61.29,33.06,30.87,92.05,6.65,151.28,papaya
43.16,62.38,37.23,32.00,92.06,6.60,147.45,papaya
41.70,49.66,27.28,33.36,90.96,6.62,140.24,papaya
36.10,63.90,33.32,32.36,94.85,6.88,148.15,papaya
51.12,60.56,34.00,31.16,94.94,6.60,152.93,papaya
56.31,45.13,30.05,30.79,93.49,6.54,149.18,papaya
43.94,61.14,34.89,31.78,91.98,6.74,157.77,papaya
53.70,45.32,36.38,34.19,91.72,6.86,143.61,papaya
50.10,55.80,35.81,32.26,92.50,6.75,154.92,papaya
50.64,54.98,35.65,30.62,90.95,6.62,158.15,papaya
47.02,50.10,28.89,33.41,93.37,6.54,152.06,papaya
45.81,51.88,32.45,34.62,90.42,6.95,153.43,papaya
47.75,60.35,32.73,30.92,92.75,7.00,158.46,papaya
47.16,46.57,27.10,30.29,90.39,6.52,152.06,papaya
56.84,54.37,35.44,30.67,94.32,6.61,144.91,papaya
37.24,60.18,36.54,30.84,94.92,6.71,159.36,papaya
49.22,53.33,25.65,34.49,94.72,6.76,146.07,papaya
51.32,54.58,26.24,33.94,94.06,6.88,156.70,papaya
37.71,46.97,37.38,31.76,90.01,6.76,146.64,papaya
37.16,45.54,31.27,31.70,91.70,6.79,141.12,papaya
59.95,50.23,25.03,34.63,93.59,6.93,157.47,papaya
55.10,48.83,28.73,30.46,92.75,6.50,140.22,papaya
59.79,48.46,33.25,31.55,91.00,6.92,146.65,papaya
44.09,55.67,28.17,32.23,91.53,6.82,157.19,papaya
54.81,53.48,25.04,31.24,94.18,6.76,152.05,papaya
59.62,54.26,34.52,33.07,90.15,6.96,144.63,papaya
51.19,55.03,38.35,32.83,94.69,6.57,141.35,papaya
37.40,63.80,30.08,33.53,92.25,6.86,144.76,papaya
38.95,62.12,26.83,34.77,92.97,6.60,140.66,papaya
51.25,57.75,38.00,30.00,94.82,6.85,159.33,papaya
44.42,60.07,33.97,33.28,92.78,6.84,148.14,papaya
57.29,63.64,30.82,32.64,92.09,6.82,158.69,papaya
37.13,59.70,38.99,33.57,91.75,6.64,141.48,papaya
59.75,61.26,32.76,33.82,90.57,6.76,157.18,papaya
39.08,54.17,27.11,30.16,93.77,6.54,141.75,papaya
36.60,58.77,32.24,34.85,92.81,6.57,157.93,papaya
48.70,60.17,28.23,34.12,92.79,6.96,149.89,papaya
55.24,63.62,36.15,32.95,94.09,6.58,157.54,papaya
42.02,56.68,25.20,33.46,93.82,6.57,153.66,papaya
54.27,51.46,29.11,32.47,93.58,6.65,153.39,papaya
39.84,55.65,26.38,34.87,93.57,6.85,145.02,papaya
56.69,53.64,31.79,31.02,90.72,6.63,156.55,papaya
40.53,51.27,33.78,33.65,94.26,6.91,151.75,papaya
43.98,54.05,27.34,32.36,93.00,6.98,147.54,papaya
53.80,52.47,34.53,34.99,94.51,6.71,146.66,papaya
41.03,64.84,35.28,31.42,90.60,6.67,159.71,papaya
48.51,49.18,38.33,32.60,94.81,6.56,140.14,papaya
48.69,59.06,38.12,31.85,94.21,6.91,140.69,papaya
59.70,61.17,34.73,30.19,91.52,6.75,154.52,papaya
54.18,64.90,34.51,34.88,91.27,6.73,144.83,papaya
44.62,63.48,31.52,33.24,94.43,6.70,159.50,papaya
37.41,63.10,35.53,33.88,92.75,6.74,159.34,papaya
40.71,48.62,37.64,31.08,92.72,6.79,159.08,papaya
44.47,48.37,25.14,33.38,93.56,6.98,157.01,papaya
54.80,62.66,34.24,33.04,90.67,6.54,156.91,papaya
52.14,53.59,25.95,30.41,90.93,6.76,149.36,papaya
51.31,45.77,35.82,30.41,92.53,6.62,157.36,papaya
56.52,51.11,31.40,34.23,92.88,6.58,146.00,papaya
36.51,51.95,33.57,33.56,94.72,6.70,144.56,papaya
40.70,60.41,28.78,34.21,92.07,6.63,150.30,papaya
52.09,62.81,32.77,34.17,94.71,6.90,158.58,papaya
55.68,63.49,26.44,31.91,91.78,6.62,148.36,papaya
50.16,51.67,35.03,32.17,91.72,6.70,153.36,papaya
54.39,54.96,36.07,33.12,91.90,6.54,154.32,papaya
59.45,46.44,27.70,34.79,92.58,6.78,157.37,papaya
55.57,60.33,38.25,32.04,90.79,6.52,151.70,papaya
44.42,61.46,25.01,32.16,91.35,6.64,150.76,papaya
35.36,50.10,25.63,33.76,93.25,6.90,141.28,papaya
59.24,47.91,32.82,32.24,93.81,6.74,143.56,papaya
46.62,60.49,35.55,32.80,90.16,6.70,156.67,papaya
40.32,59.91,30.83,34.06,92.35,6.64,159.01,papaya
17.35,8.98,35.98,25.21,95.25,6.07,176.54,coconut
22.07,15.43,34.73,26.44,95.61,5.86,170.96,coconut
15.59,23.85,37.57,27.10,95.01,6.17,185.84,coconut
16.11,24.67,32.25,28.78,96.46,5.96,188.51,coconut
16.69,22.76,36.56,27.01,96.98,6.32,184.69,coconut
12.21,18.99,32.70,25.49,95.78,5.88,173.37,coconut
20.68,12.48,26.64,28.47,95.36,5.77,170.39,coconut
11.85,24.52,33.56,27.68,95.19,5.79,186.94,coconut
19.85,23.37,31.29,25.57,97.41,6.24,177.94,coconut
19.62,10.20,35.25,25.43,96.36,5.81,186.07,coconut
15.40,14.89,39.44,25.91,95.50,5.86,174.00,coconut
14.73,5.43,31.77,28.86,96.31,6.03,183.15,coconut
14.98,25.82,30.32,25.56,96.50,5.97,174.82,coconut
24.30,13.74,32.02,26.68,96.05,6.11,189.44,coconut
14.39,11.56,38.26,25.65,95.72,6.04,185.30,coconut
14.49,10.62,35.24,28.03,94.89,6.25,181.84,coconut
14.35,26.42,34.00,28.36,95.33,5.65,188.55,coconut
20.56,21.38,29.93,27.54,94.82,5.93,176.50,coconut
17.78,25.36,34.58,27.31,96.38,6.02,179.28,coconut
21.92,14.09,37.91,27.96,96.99,5.68,176.66,coconut
20.81,28.72,25.91,27.61,97.75,6.48,188.53,coconut
10.49,20.19,29.15,27.85,95.97,5.56,185.59,coconut
16.17,28.43,32.23,25.78,94.58,5.62,184.03,coconut
22.06,25.36,29.54,26.49,94.98,6.38,188.40,coconut
15.19,18.94,25.81,27.60,96.98,5.97,185.91,coconut
15.59,28.39,36.42,27.07,95.16,5.70,187.10,coconut
24.78,22.42,25.81,25.92,96.62,5.87,186.20,coconut
10.22,6.10,38.94,26.73,95.24,5.73,179.34,coconut
18.15,6.27,39.19,26.74,94.37,5.52,176.23,coconut
14.29,7.36,38.56,27.87,94.78,6.31,189.55,coconut
15.49,16.33,27.30,27.71,97.39,6.06,189.69,coconut
16.78,19.93,38.55,28.64,94.98,5.91,183.89,coconut
24.85,21.07,25.69,28.48,94.83,6.39,177.93,coconut
22.20,22.89,29.54,25.67,94.54,5.60,184.98,coconut
24.25,10.94,33.35,25.15,94.04,5.56,183.73,coconut
24.14,25.59,26.46,28.45,96.84,5.60,175.56,coconut
20.16,16.25,25.96,25.83,95.45,5.60,187.65,coconut
17.73,14.02,35.23,25.54,96.89,6.13,173.75,coconut
23.99,10.87,32.74,26.85,96.18,5.72,177.86,coconut
15.36,9.55,37.24,28.76,95.52,6.38,182.32,coconut
16.56,23.39,34.53,27.46,95.83,6.00,174.55,coconut
22.41,9.22,34.23,28.40,96.57,6.41,174.63,coconut
24.83,15.84,30.09,26.29,96.00,6.31,173.11,coconut
18.44,8.18,33.45,26.20,95.23,5.80,173.03,coconut
20.87,12.47,26.66,26.50,95.94,6.24,179.82,coconut
17.64,21.48,32.81,27.90,94.41,6.45,178.07,coconut
11.77,11.03,31.58,26.22,97.34,5.92,176.01,coconut
21.12,29.13,32.13,26.82,95.89,5.58,173.92,coconut
16.68,24.75,34.18,25.54,96.18,6.47,174.56,coconut
16.18,20.72,25.29,25.42,95.75,6.17,187.07,coconut
17.93,20.40,38.40,25.94,94.82,6.15,181.68,coconut
20.26,9.29,25.43,25.48,95.30,6.19,180.48,coconut
11.04,15.52,29.60,27.00,97.82,5.99,187.93,coconut
22.58,27.08,32.81,25.58,94.06,6.17,184.64,coconut
18.80,27.68,38.90,25.63,97.35,6.24,178.87,coconut
20.09,10.15,37.40,26.05,94.59,6.20,181.41,coconut
24.01,7.66,27.79,28.01,95.02,6.00,173.88,coconut
13.96,20.83,25.61,28.47,96.16,5.94,179.91,coconut
12.93,18.79,37.75,28.72,95.51,6.03,171.38,coconut
13.20,5.58,31.49,26.64,97.39,5.98,185.41,coconut
18.07,8.30,37.98,25.69,97.58,5.59,187.78,coconut
19.39,18.39,34.97,27.99,97.84,6.18,172.69,coconut
20.71,25.00,37.05,27.45,96.35,6.39,189.32,coconut
12.83,26.25,33.93,27.18,96.25,6.25,172.59,coconut
10.03,14.53,33.16,28.02,94.31,5.83,170.05,coconut
15.02,5.70,31.45,25.28,97.20,5.91,172.90,coconut
16.32,24.90,36.42,26.64,94.22,5.71,181.95,coconut
11.30,15.18,25.51,26.22,94.37,5.52,179.62,coconut
17.15,12.27,34.58,25.46,97.75,6.14,175.43,coconut
23.30,21.67,28.60,25.18,95.30,5.99,186.91,coconut
24.96,29.00,27.66,25.77,94.71,6.20,181.39,coconut
22.61,7.84,37.06,25.54,95.87,6.26,184.90,coconut
15.31,29.17,27.79,27.54,95.31,5.68,170.71,coconut
18.84,16.11,26.03,25.48,94.61,6.23,182.03,coconut
14.32,10.59,32.53,25.59,95.27,6.18,184.03,coconut
24.98,12.20,36.12,27.08,94.96,5.79,187.73,coconut
11.87,21.99,39.17,26.22,94.98,6.03,189.66,coconut
16.30,24.11,35.75,26.90,95.48,5.69,181.65,coconut
17.26,28.07,39.56,27.06,96.14,5.85,173.90,coconut
24.24,15.09,26.99,28.53,97.95,5.99,181.81,coconut
12.68,26.84,34.55,28.47,95.68,6.09,177.56,coconut
17.02,18.07,32.10,25.16,95.97,5.85,189.59,coconut
10.89,29.06,29.64,27.58,96.50,5.95,174.88,coconut
16.69,26.90,30.26,25.69,94.51,6.41,174.13,coconut
12.22,15.74,39.75,25.60,95.26,5.81,189.64,coconut
19.50,6.43,39.23,25.93,95.06,5.51,179.24,coconut
14.61,14.39,33.69,27.64,94.28,5.62,188.81,coconut
23.08,13.47,27.13,25.45,95.66,5.85,187.04,coconut
22.15,29.31,32.83,26.74,94.79,5.51,180.96,coconut
21.70,12.19,32.56,25.71,97.79,5.85,181.55,coconut
22.12,28.23,36.45,27.79,95.93,5.99,184.72,coconut
16.40,18.63,38.17,25.35,96.26,6.08,180.64,coconut
10.09,8.12,25.04,28.28,96.66,5.66,177.05,coconut
21.09,10.04,35.71,28.92,96.02,5.94,189.79,coconut
16.21,14.72,30.80,25.50,94.78,6.34,189.03,coconut
21.21,14.14,33.61,25.97,96.97,6.29,180.14,coconut
18.49,16.97,32.62,25.68,96.30,5.70,175.91,coconut
17.34,19.09,39.63,25.88,97.36,6.12,185.84,coconut
19.08,16.31,25.90,27.66,95.20,6.31,185.56,coconut
17.62,6.97,37.47,28.83,95.63,6.04,173.82,coconut
131.07,52.53,23.48,24.40,78.76,6.84,86.11,cotton
128.80,45.45,22.37,26.02,80.03,6.64,90.59,cotton
131.18,48.66,17.93,26.32,78.50,7.25,88.24,cotton
129.07,36.91,19.85,25.65,84.68,7.47,84.10,cotton
137.18,37.64,17.42,23.95,79.61,7.30,84.76,cotton
132.67,46.76,23.70,24.88,80.45,7.54,85.16,cotton
116.11,37.70,24.54,25.18,82.10,7.15,85.58,cotton
128.45,39.99,15.87,26.21,81.37,6.66,80.23,cotton
116.16,53.17,20.19,25.87,80.92,6.82,84.68,cotton
129.97,41.42,20.30,23.70,79.60,7.49,91.79,cotton
138.79,36.75,22.40,24.08,83.88,7.68,77.34,cotton
138.62,35.63,24.87,24.87,82.37,7.68,75.71,cotton
136.45,46.31,18.63,26.71,83.30,7.77,91.34,cotton
123.18,48.06,18.07,24.06,81.81,7.57,87.94,cotton
123.59,43.05,24.15,26.76,83.64,7.22,90.72,cotton
115.13,52.78,19.89,24.79,83.32,7.30,75.39,cotton
115.06,51.55,23.44,26.12,83.23,6.55,84.06,cotton
118.47,41.60,15.92,23.15,80.49,6.61,89.37,cotton
128.59,49.61,19.99,25.46,83.58,7.21,87.34,cotton
118.34,47.57,19.41,24.00,81.07,7.63,90.13,cotton
135.37,46.57,17.41,24.62,83.51,7.74,85.37,cotton
118.79,54.24,15.33,23.90,81.48,7.54,83.60,cotton
118.83,46.41,21.09,25.74,84.38,6.56,76.40,cotton
132.28,53.61,20.32,25.20,80.00,7.61,93.29,cotton
139.16,48.35,16.05,24.40,83.77,7.11,92.20,cotton
128.45,48.59,21.12,24.71,82.46,6.92,75.35,cotton
117.90,40.50,24.79,23.44,82.01,6.61,86.04,cotton
122.09,51.57,18.91,26.20,84.42,7.04,89.69,cotton
135.50,35.97,15.38,26.03,82.50,7.28,91.37,cotton
136.86,41.31,15.97,23.83,82.77,7.79,80.33,cotton
134.16,46.23,21.99,26.70,79.25,7.15,92.89,cotton
133.65,35.19,16.21,25.45,78.73,7.19,85.05,cotton
125.70,42.49,20.40,23.48,82.12,7.14,79.58,cotton
128.54,49.68,17.07,24.07,82.42,6.97,75.58,cotton
118.33,44.04,15.26,23.98,79.59,6.60,85.72,cotton
130.30,39.08,21.97,25.10,81.75,6.75,76.36,cotton
130.74,54.42,24.50,23.40,79.11,6.94,92.23,cotton
134.17,40.16,19.24,24.83,82.77,7.56,82.10,cotton
130.57,39.51,22.84,25.26,80.73,6.77,92.67,cotton
115.78,48.73,16.83,26.29,79.17,7.66,93.89,cotton
118.42,40.36,18.47,25.00,78.26,7.65,91.90,cotton
128.28,45.77,15.92,24.40,82.12,7.42,76.96,cotton
139.68,43.47,21.37,25.87,82.55,7.25,85.59,cotton
116.26,43.00,15.48,25.43,81.24,7.63,83.55,cotton
129.39,50.88,17.49,23.01,83.36,7.41,75.36,cotton
121.05,37.22,19.13,24.64,78.18,6.84,76.42,cotton
117.15,36.21,20.39,24.26,84.10,7.03,88.04,cotton
136.58,53.11,16.11,25.08,82.26,7.32,94.55,cotton
133.67,39.47,18.83,25.26,82.46,7.61,78.61,cotton
127.02,41.03,23.85,25.08,83.73,6.50,79.41,cotton
123.00,35.58,16.97,26.51,81.12,7.05,92.41,cotton
115.81,54.98,18.53,26.51,81.66,7.40,75.66,cotton
121.84,54.55,19.97,23.29,78.45,7.69,80.31,cotton
131.59,50.94,22.20,23.76,82.98,7.68,77.32,cotton
139.26,53.73,23.93,25.04,80.41,6.95,76.85,cotton
116.43,36.28,19.96,26.47,83.42,7.33,90.27,cotton
119.07,54.52,20.82,23.12,79.39,7.67,92.35,cotton
118.44,47.76,18.34,24.17,82.61,7.61,82.26,cotton
115.26,47.14,18.41,26.31,79.76,6.77,87.44,cotton
115.45,48.38,22.72,26.91,81.40,7.80,87.54,cotton
126.15,49.25,24.85,24.32,80.35,6.83,82.11,cotton
136.13,39.32,20.09,25.37,82.55,6.55,83.14,cotton
120.68,43.95,16.16,26.74,84.63,7.37,83.71,cotton
117.92,46.49,15.11,25.38,80.85,6.71,79.14,cotton
131.95,45.89,15.42,25.26,83.95,6.55,86.43,cotton
129.92,43.54,15.44,25.68,81.12,7.27,77.46,cotton
134.55,35.30,15.14,24.09,78.66,7.75,85.40,cotton
133.24,48.65,18.50,23.06,83.57,7.41,84.51,cotton
134.37,45.89,18.57,24.56,84.86,7.28,92.85,cotton
135.76,39.67,22.05,26.42,81.08,7.43,90.51,cotton
117.99,39.78,20.08,25.24,79.97,6.59,93.06,cotton
136.53,48.83,21.57,25.49,84.77,6.92,77.37,cotton
121.39,52.30,16.57,26.34,82.69,6.62,93.63,cotton
117.93,50.09,15.69,23.26,84.42,7.68,84.10,cotton
137.61,45.24,15.98,23.34,84.98,6.80,82.75,cotton
124.47,47.19,20.21,25.19,78.65,7.51,75.56,cotton
132.66,51.11,18.30,24.77,82.69,6.59,92.94,cotton
127.90,51.89,16.37,25.59,81.85,6.87,83.16,cotton
125.35,36.00,18.70,26.47,84.49,7.05,77.60,cotton
116.39,39.89,22.32,25.70,83.52,7.51,93.82,cotton
130.47,46.45,20.92,24.77,79.30,6.57,84.77,cotton
118.30,44.98,19.93,26.68,79.64,7.02,85.29,cotton
128.50,45.36,21.30,23.60,80.72,7.62,94.02,cotton
120.51,51.14,19.99,24.57,79.41,7.11,82.80,cotton
138.03,42.40,21.46,24.74,82.47,7.35,81.13,cotton
132.21,39.79,17.03,24.37,84.20,6.60,83.91,cotton
125.05,38.40,19.81,23.26,80.86,6.90,75.46,cotton
125.38,54.84,16.89,23.10,83.34,7.27,82.64,cotton
125.83,43.90,17.07,26.98,79.11,7.53,75.07,cotton
138.03,52.69,17.08,23.44,81.24,7.16,87.78,cotton
117.73,41.32,21.27,25.76,80.66,7.09,88.76,cotton
133.42,43.20,21.41,23.96,79.03,6.81,90.65,cotton
134.61,54.42,16.08,25.33,84.15,6.90,86.07,cotton
123.44,38.12,15.03,23.98,80.60,7.48,76.58,cotton
132.36,49.98,24.36,23.16,84.76,7.64,93.05,cotton
120.46,48.39,24.67,26.69,79.50,7.21,82.87,cotton
128.35,37.00,16.60,24.30,82.64,7.62,84.52,cotton
118.31,50.36,24.07,26.56,84.36,7.59,93.84,cotton
128.61,51.10,24.44,23.64,80.00,7.06,89.88,cotton
124.46,52.87,19.61,25.70,83.46,7.31,75.64,cotton
76.21,43.61,44.63,23.82,81.00,6.65,179.18,jute
91.72,52.14,49.05,24.12,80.70,7.50,176.87,jute
97.57,52.02,48.28,26.89,79.03,7.45,171.28,jute
94.90,52.29,35.09,24.80,83.82,6.53,179.21,jute
99.76,41.18,35.59,26.49,83.24,7.05,173.76,jute
80.43,54.89,40.74,24.20,83.86,6.59,175.30,jute
80.98,47.58,35.89,23.55,80.14,6.92,176.21,jute
79.03,42.33,39.33,24.53,79.19,6.88,185.09,jute
94.96,54.38,44.41,26.66,84.49,7.28,177.66,jute
97.33,46.24,43.08,25.29,78.29,6.66,183.89,jute
75.19,38.75,48.48,26.07,79.33,6.98,189.62,jute
77.52,53.73,43.69,24.34,79.89,7.23,180.55,jute
99.39,38.91,36.55,26.87,79.11,7.09,177.35,jute
90.15,44.93,47.00,24.49,78.84,6.89,174.86,jute
75.81,42.18,43.55,23.01,78.02,6.82,175.63,jute
90.99,51.81,48.50,24.30,79.80,7.00,175.49,jute
99.72,37.89,47.40,26.46,79.23,7.12,176.80,jute
80.41,38.90,43.42,24.36,81.20,6.77,187.77,jute
80.51,46.90,44.27,23.42,83.70,7.21,170.29,jute
88.66,36.29,49.49,23.44,80.69,7.11,173.19,jute
89.55,44.48,40.80,26.33,82.44,7.28,181.38,jute
83.16,42.27,39.73,25.49,83.63,7.48,182.34,jute
99.86,35.11,43.84,24.68,78.83,6.55,178.05,jute
92.91,38.40,46.13,25.83,83.02,7.35,181.02,jute
96.18,48.68,42.73,24.85,79.95,6.90,174.48,jute
97.39,52.97,40.27,23.91,81.24,6.80,182.07,jute
80.80,40.37,43.41,26.37,84.24,7.18,184.44,jute
94.07,51.68,41.85,26.75,81.48,6.68,189.34,jute
87.15,42.81,41.74,25.18,78.15,6.82,183.00,jute
79.33,37.24,36.90,25.61,81.77,7.20,176.38,jute
75.16,41.14,43.29,25.69,83.57,6.71,172.70,jute
77.75,49.13,35.87,25.74,80.14,7.07,175.45,jute
91.32,43.46,37.47,23.38,83.87,7.00,183.13,jute
78.28,42.16,37.40,23.10,79.02,7.26,179.41,jute
82.29,47.51,47.15,26.02,83.36,7.42,170.19,jute
98.61,48.15,37.51,25.97,81.64,6.51,178.92,jute
84.78,36.86,46.65,26.64,84.49,7.02,183.89,jute
95.63,40.81,41.48,25.96,84.72,6.66,171.34,jute
99.56,50.44,38.04,25.64,78.37,6.72,180.03,jute
76.42,49.39,41.19,25.98,78.52,7.27,176.34,jute
88.61,51.51,41.43,25.56,84.26,7.05,176.76,jute
90.26,36.00,46.26,26.53,84.65,7.25,184.77,jute
95.84,48.65,49.33,24.64,84.02,7.49,188.17,jute
97.84,39.36,49.36,23.78,79.62,7.21,176.17,jute
94.22,36.08,35.86,23.64,84.59,6.99,182.50,jute
86.76,37.38,47.05,23.32,81.09,6.78,181.94,jute
91.02,52.82,49.41,25.69,81.50,6.95,177.40,jute
75.01,49.55,49.39,26.17,80.27,7.09,177.22,jute
88.64,43.79,35.74,24.41,84.54,7.21,175.33,jute
91.88,40.46,35.58,23.71,78.50,6.83,186.78,jute
96.68,50.58,40.78,25.63,80.10,7.06,186.44,jute
85.78,46.73,46.95,24.89,84.10,6.96,185.95,jute
80.27,42.14,44.54,24.74,83.12,7.07,177.50,jute
97.97,46.45,35.77,26.15,83.73,7.14,188.24,jute
91.40,37.92,38.33,23.37,79.26,6.90,172.56,jute
88.11,43.99,40.07,24.21,81.46,6.69,177.90,jute
77.14,35.26,37.87,23.75,78.19,7.14,187.75,jute
97.25,51.60,46.27,25.51,82.54,7.17,174.58,jute
87.29,42.71,42.66,26.62,79.28,6.68,180.05,jute
98.08,39.46,39.49,26.66,83.30,6.72,185.97,jute
95.54,35.04,46.56,26.11,82.12,6.88,182.02,jute
91.65,46.56,44.61,24.59,80.62,6.60,176.21,jute
77.88,44.83,49.76,26.30,84.84,7.04,185.83,jute
86.86,45.50,48.56,25.27,82.86,6.60,187.35,jute
81.42,46.31,41.27,24.12,82.27,7.18,189.29,jute
93.83,37.85,43.02,25.45,84.99,6.78,175.27,jute
91.64,45.61,44.24,25.52,78.47,6.83,181.25,jute
95.65,39.04,35.93,26.18,82.41,7.29,182.16,jute
90.51,45.84,47.80,23.24,82.47,6.58,180.16,jute
81.54,50.97,40.59,23.84,82.06,6.82,183.58,jute
87.98,39.90,48.00,23.30,80.43,6.66,189.79,jute
93.17,37.32,48.62,25.66,80.37,7.12,188.60,jute
98.48,51.47,41.35,23.55,84.46,7.01,173.41,jute
90.34,49.80,48.15,25.87,84.98,7.05,179.68,jute
89.51,48.51,40.99,26.01,79.47,6.74,173.22,jute
93.22,53.75,46.26,23.56,81.60,6.80,180.51,jute
78.46,43.87,40.00,25.71,79.19,7.29,183.09,jute
82.18,36.00,36.60,24.22,78.94,7.35,175.74,jute
98.77,53.30,37.44,25.21,82.90,6.52,181.47,jute
77.08,39.54,42.28,23.23,82.12,6.82,185.15,jute
82.87,36.27,40.20,24.97,81.59,6.80,175.84,jute
75.24,37.26,47.18,24.22,81.38,7.20,175.05,jute
82.37,48.58,35.72,24.26,79.07,7.46,178.41,jute
78.79,45.58,46.14,24.97,79.69,6.88,189.79,jute
79.01,53.95,38.31,24.65,81.60,7.39,187.45,jute
90.20,35.27,43.76,26.74,81.85,7.09,189.13,jute
98.98,50.83,49.45,26.86,79.06,6.59,178.80,jute
92.27,41.63,47.24,23.57,78.79,7.03,179.78,jute
76.91,53.02,47.15,23.23,83.28,6.84,189.62,jute
91.19,41.22,43.53,25.98,81.23,6.58,175.43,jute
87.07,40.06,37.97,23.65,78.05,7.05,184.93,jute
80.60,54.48,47.23,23.89,81.59,6.67,170.47,jute
91.96,47.05,45.80,24.44,78.28,7.18,175.10,jute
92.50,48.82,40.51,26.78,81.64,7.40,182.07,jute
84.05,43.43,36.67,25.56,79.56,6.65,179.69,jute
84.71,49.01,41.14,24.00,81.02,6.93,189.90,jute
82.45,38.46,40.95,24.82,82.37,6.95,187.88,jute
81.16,42.84,39.76,26.68,78.79,6.88,184.11,jute
87.63,49.53,45.17,25.58,81.47,6.95,173.42,jute
87.45,45.92,48.15,25.26,78.92,7.26,184.00,jute
99.34,28.39,35.83,25.58,54.62,6.51,184.63,coffee
105.88,18.31,36.05,26.79,55.95,6.06,194.29,coffee
102.82,21.80,27.97,27.02,59.36,6.82,149.29,coffee
117.48,20.56,40.49,27.94,58.31,6.13,149.20,coffee
115.88,24.01,30.85,27.79,56.75,6.35,157.95,coffee
117.99,28.36,28.26,25.15,57.18,6.62,145.20,coffee
105.54,26.45,43.61,27.61,59.97,6.63,164.10,coffee
96.45,24.42,37.10,24.14,55.44,6.62,177.19,coffee
111.57,33.45,39.44,28.36,50.86,6.47,170.38,coffee
117.42,25.38,27.83,24.48,57.55,6.57,181.26,coffee
99.07,29.65,30.42,27.29,51.99,6.20,159.49,coffee
119.72,30.67,25.22,26.12,56.39,6.42,197.27,coffee
117.18,17.53,30.54,26.92,54.91,6.41,177.56,coffee
105.34,16.26,35.47,27.75,52.90,6.96,154.53,coffee
116.21,26.01,42.32,24.51,55.38,6.69,185.13,coffee
101.26,23.14,29.52,24.03,51.16,6.76,189.50,coffee
104.95,34.83,34.97,25.26,59.13,6.10,178.45,coffee
111.81,18.24,32.68,28.66,54.04,6.37,178.27,coffee
102.68,31.26,36.53,26.38,53.06,6.77,159.58,coffee
109.32,34.65,27.19,27.23,55.24,6.55,192.34,coffee
96.11,17.34,28.13,25.71,50.76,6.40,177.84,coffee
108.97,32.93,42.81,24.55,56.39,6.05,184.40,coffee
108.14,18.77,40.14,23.74,54.30,6.57,147.94,coffee
96.48,18.90,27.68,23.61,58.46,6.38,166.61,coffee
114.19,19.95,37.03,26.75,53.31,6.98,171.74,coffee
118.86,22.32,30.23,25.84,52.38,6.93,151.29,coffee
115.73,20.50,33.94,26.86,52.14,6.56,144.64,coffee
117.81,25.72,37.94,24.22,52.18,6.48,198.43,coffee
103.46,15.20,38.07,27.90,58.87,6.83,168.87,coffee
96.79,27.38,42.87,23.47,54.94,6.79,153.09,coffee
96.75,26.83,26.29,25.68,56.48,6.44,164.07,coffee
116.61,31.00,31.08,28.46,58.22,6.56,186.88,coffee
114.25,20.36,44.43,25.74,57.61,6.52,199.49,coffee
95.07,23.33,38.08,24.15,51.98,6.61,168.86,coffee
114.80,23.80,38.77,28.73,56.89,6.36,152.08,coffee
103.94,23.72,25.96,28.46,58.22,6.07,158.85,coffee
96.80,32.43,27.15,26.81,55.64,6.14,193.39,coffee
107.85,33.33,36.68,23.70,58.90,6.04,182.40,coffee
113.71,27.07,35.02,26.99,54.17,6.52,180.42,coffee
118.58,17.14,44.57,24.62,57.94,6.27,194.33,coffee
104.28,24.75,39.68,24.09,58.78,6.70,155.04,coffee
105.02,16.65,44.78,27.09,59.00,6.13,196.76,coffee
99.76,15.10,31.77,28.98,55.06,6.14,178.90,coffee
114.46,17.80,32.68,26.43,55.34,6.15,187.34,coffee
115.12,31.03,41.51,23.67,56.18,6.26,163.40,coffee
115.33,16.52,36.33,25.00,54.10,6.96,199.10,coffee
113.57,32.26,44.21,27.22,54.20,6.33,144.05,coffee
95.27,17.04,36.13,23.73,59.70,6.87,163.46,coffee
116.12,22.61,28.21,24.18,53.95,6.29,149.37,coffee
